sp_code,DE,LMA,Nmass,Aarea,Rdmass
HAKRUS,E,223.872,0.54,NA,NA
HAKSUL,E,660.693,0.442,NA,NA
HAKTUB,E,234.423,0.48,NA,NA
HAKAMB,E,251.189,0.604,NA,NA
HAKBAX,E,602.56,0.388,NA,NA
HAKCER,E,676.083,0.404,NA,NA
HAKCOR,E,724.436,0.368,NA,NA
HAKCUC,E,323.594,0.658,NA,NA
HAKDEN,E,363.078,0.481,NA,NA
HAKLEH,E,354.813,0.335,NA,NA
HAKPAN,E,724.436,0.375,NA,NA
HAKPRI,E,354.813,0.681,NA,NA
HAKPRO,E,275.423,0.439,NA,NA
HAKTRI,E,588.844,NA,NA,NA
HAKVAR,E,426.58,0.338,NA,NA
HAKAMP,E,245.471,0.359,NA,NA
HAKFAL,E,154.882,NA,NA,NA
HAKFLO,E,331.131,0.5,NA,NA
HAKLIN,E,354.813,0.594,NA,NA
HAKOLE,E,316.228,0.511,NA,NA
HAKPRO,E,416.869,0.439,NA,NA
HAKBRO,E,616.595,0.324,NA,NA
HAKCAN,E,489.779,0.561,NA,NA
HAKCIR,E,323.594,NA,NA,NA
HAKCYG,E,478.63,0.432,NA,NA
HAKGIL,E,467.735,0.334,NA,NA
HAKOBL,E,602.56,0.28,NA,NA
HAKPLA,E,870.964,0.334,NA,NA
HAKPOL,E,512.861,0.442,NA,NA
HAKREC,E,912.011,0.604,NA,NA
HAKREC,E,1513.561,0.528,NA,NA
HAKSCO,E,588.844,0.432,NA,NA
ALNCRI,D,69.183,2,NA,NA
ALNINC,D,45.709,3.192,NA,NA
ANDPOL,E,154.882,NA,9.12,NA
ARCLAT,NA,128.825,2,NA,NA
ARCALP,D,97.724,NA,11.749,NA
BETGLA,D,63.096,2.382,10.233,NA
BETNAN,D,77.625,2.084,12.589,NA
BETPAP,D,54.954,2.6,NA,NA
BISPLU,NA,93.325,NA,20.417,NA
CALCAN,NA,169.824,2.301,9.772,NA
CALPUR,NA,NA,NA,NA,NA
CARAQU,NA,95.499,2,10.471,NA
CARBIG,NA,109.648,1.726,13.183,NA
CASTET,E,251.189,1.199,7.762,NA
DRYINT,E,199.526,1.466,9.333,NA
DRYOCT,E,74.131,2.793,NA,NA
EMPNIG,E,177.828,1.099,6.026,NA
EPIANG,NA,77.625,1.901,NA,NA
EPILAT,NA,67.608,2.761,NA,NA
EQUARV,NA,100,2.109,NA,NA
EQUVAR,NA,158.489,2.239,NA,NA
ERIANG,NA,128.825,1.6,10.471,NA
ERITRI,NA,144.544,1.6,NA,NA
ERIVAG,NA,158.489,1.791,12.882,NA
HEDALP,NA,64.565,3.828,NA,NA
HEDMAC,NA,93.325,5.129,NA,NA
HIEALP,NA,169.824,2,14.454,NA
JUNBIG,NA,199.526,1.56,NA,NA
LEDGRO,E,125.893,1.199,NA,NA
LEDPAL,E,186.209,1.419,8.71,NA
LOIPRO,E,218.776,0.899,NA,NA
LUPARC,NA,NA,1.799,NA,NA
LUZARC,NA,104.713,1.489,NA,NA
LUZCON,NA,NA,NA,NA,NA
OXYMAY,NA,67.608,4.56,NA,NA
OXYNIG,NA,128.825,3.483,NA,NA
PETFRI,NA,66.069,1.901,11.749,NA
PICGLA,E,323.594,1.199,NA,NA
PICMAR,E,389.045,0.899,NA,NA
POAARC,NA,102.329,1.39,NA,NA
POAGLA,NA,125.893,0.5,NA,NA
POLBIS,NA,97.724,2.366,20.417,NA
POPBAL,D,95.499,1.901,NA,NA
POPTRE2,D,75.858,2.198,NA,NA
POTFRU,NA,77.625,2.553,NA,NA
POTHYP,NA,52.481,1.932,NA,NA
RUBCHA,NA,83.176,2.018,9.333,NA
SALALA,D,100,1.799,NA,NA
SALARC,D,87.096,1.959,NA,NA
SALFUS,D,74.131,NA,7.762,NA
SALGLA,D,85.114,2.198,NA,NA
SALPUL,D,91.201,2.198,14.125,NA
SALRET,D,91.201,NA,12.023,NA
TOFCOC,NA,134.896,1.199,NA,NA
TOFPUS,NA,72.444,1.919,NA,NA
TRICAE,NA,154.882,2.339,NA,NA
VACULI,D,81.283,2.36,10.233,NA
VACVIT,E,177.828,0.991,6.761,NA
BEUCUM,D,112.202,1.698,NA,NA
BULARB,D,91.201,1.968,NA,NA
CAEGRA,D,134.896,1.807,NA,NA
CAPLIN,E,489.779,1.259,NA,NA
CAPODO,E,275.423,1.148,NA,NA
CAPPAC,E,223.872,1.349,NA,NA
COCVIT,D,53.703,2.275,NA,NA
JACREV,E,251.189,0.975,NA,NA
PERGUA,D,81.283,2.377,NA,NA
PITCAR,D,85.114,2.28,NA,NA
TABBIL,D,52.481,2.307,NA,NA
ARIFRU,E,117.49,1.849,NA,NA
BRAREV,E,331.131,1.094,NA,NA
CASVAU,E,194.984,1.089,NA,NA
COPALP,E,194.984,0.899,NA,NA
COPCHE,E,134.896,1.589,NA,NA
COPCIL,E,134.896,1.675,NA,NA
COPPAR,E,120.226,1.91,NA,NA
COPRUG,E,147.911,1.782,NA,NA
COPSER,E,239.883,0.975,NA,NA
DRAUNI,E,223.872,0.869,NA,NA
DRAPRO,E,138.038,0.881,NA,NA
GAUCRA,E,199.526,1.057,NA,NA
HALBID,E,154.882,1.119,NA,NA
HEBARG,E,213.796,1.303,NA,NA
HEBCOC,E,208.93,1.096,NA,NA
HEBHEC,E,426.58,0.605,NA,NA
HEBODO,E,251.189,0.721,NA,NA
HEBPAU,E,158.489,1.276,NA,NA
HEBPAU,E,323.594,0.637,NA,NA
HEBSUB,E,218.776,0.964,NA,NA
LEPLAX,E,123.027,1.019,NA,NA
MYRNUM,E,128.825,1.054,NA,NA
OLEMOS,E,173.78,1.56,NA,NA
OLENUM,E,223.872,1.072,NA,NA
OLEVIR,E,169.824,1.995,NA,NA
PHYALP,E,354.813,0.851,NA,NA
PODNIV,E,204.174,1.014,NA,NA
ACEPEN,D,38.905,NA,NA,NA
ACERUB,D,77.625,1.648,NA,8.511380382023766
BETSP,D,58.884,NA,NA,NA
CARGLA,D,83.176,2.553,NA,10.232929922807541
CORFLO,D,67.608,1.742,NA,10.964781961431852
FRASP,D,79.433,1.919,NA,11.748975549395297
LIRTUL,D,74.131,2.128,NA,12.302687708123818
MAGFRA,D,43.652,2.291,NA,10
NYSSYL,D,54.954,1.841,NA,10.964781961431852
OXYARB,D,38.019,1.862,NA,12.589254117941675
PLAOCC,D,69.183,2.07,NA,7.762471166286917
QUEALB,D,97.724,2.198,NA,11.220184543019636
QUECOC2,D,104.713,NA,NA,NA
QUEPRI,D,112.202,2.541,NA,12.02264434617413
QUERUB,D,95.499,2.148,NA,8.31763771102671
RHOMAX,E,117.49,NA,NA,NA
ROBPSE,D,75.858,3.17,NA,11.220184543019636
TILAME,D,66.069,2.877,NA,10.471285480508996
